id,label,language,name,semester,ssd,title,type,year
6147,Module,Italian,,Second Semester,,SCIENZA DELL'ALIMENTAZIONE,,2023/2024
6148,Module,Italian,,Second Semester,BIO/10,BIOCHIMICA,,2023/2024
5191,Instructor,,,,BIOS-07/A,,,
6150,Module,Italian,,Second Semester,MED/49,SCIENZE TECNICHE DIETETICHE APPLICATE,,2023/2024
16368,Instructor,,,,MEDS-08/C,,,
6152,Module,Italian,,Second Semester,,TECNICHE E TECNOLOGIE GASTRONOMICHE APPLICATE ALLA PRODUZIONE DEL VINO,,2023/2024
17605,Instructor,,,,MED/49,,,
6154,Module,Italian,,Second Semester,,LABORATORIO DI BIOTECNOLOGIE PER I PRODOTTI FERMENTATI,,2023/2024
6155,Module,Italian,,Second Semester,,STAGE IV,,2023/2024
25805,Instructor,,,,CHEM-07/B,,,
6157,Module,Italian,,First Semester,,FISIOPATOLOGIA DELL'ALIMENTAZIONE E DELLE ALTERAZIONI DELLO STATO DI NUTRIZIONE,,2022/2023
6158,Module,Italian,,First Semester,MED/09,MEDICINA INTERNA,,2022/2023
6159,Module,Italian,,First Semester,MED/12,GASTROENTEROLOGIA,,2022/2023
16228,Instructor,,,,N/A,,,
6161,Module,Italian,,First Semester,MED/28,MALATTIE ODONTOSTOMATOLOGICHE,,2022/2023
33481,Instructor,,,,MED/28,,,
6163,Module,Italian,,First Semester,MED/38,PEDIATRIA,,2022/2023
19110,Instructor,,,,,,,
6165,Module,Italian,,First Semester,MED/13,ENDOCRINOLOGIA,,2022/2023
17492,Instructor,,,,MED/13,,,
6167,Module,Italian,,First Semester,,STAGE V,,2022/2023
582,Instructor,,,,MEDS-08/C,,,
6169,Module,Italian,,First Semester,,COMUNICAZIONE ED ECONOMIA IN AMBITO AGROALIMENTARE E GASTRONOMICO,,2022/2023
6170,Module,Italian,,First Semester,SECS-P/07,ECONOMIA  IN AMBITO AGROALIMENTARE E GASTRONOMICO,,2022/2023
6171,Module,Italian,,First Semester,SPS/08,COMUNICAZIONE IN AMBITO GASTRONOMICO,,2022/2023
6172,Module,Italian,,First Semester,L-ART/06,CINEMA  FOTOGRAFIA E TELEVISIONE IN CAMPO GASTRONOMICO,,2022/2023
26088,Instructor,,,,PEMM-01/B,,,
6174,Module,Italian,,First Semester,,LABORATORIO PER LA SICUREZZA ALIMENTARE,,2022/2023
24726,Instructor,,,,MVET-03/B,,,
6176,Module,Italian,,Second Semester,,ANALISI SENSORIALE DEGLI ALIMENTI,,2022/2023
6177,Module,Italian,,Second Semester,AGR/15,ANALISI SENSORIALE,,2022/2023
6178,Module,Italian,,Second Semester,M-PSI/02,PSICOBIOLOGIA E PSICOLOGIA DELL'ALIMENTAZIONE,,2022/2023
19799,Instructor,,,,PSIC-01/B,,,
6180,Module,Italian,,Second Semester,,EDUCAZIONE FORMAZIONE E DIRITTO IN AMBITO AGROALIMENTARE,,2022/2023
6181,Module,Italian,,Second Semester,MED/49,RISTORAZIONE COLLETTIVA,,2022/2023
6182,Module,Italian,,Second Semester,M-PSI/04,EDUCAZIONE E FORMAZIONE IN AMBITO ALIMENTARE,,2022/2023
19486,Instructor,,,,M-PSI/03,,,
6184,Module,Italian,,Second Semester,IUS/03,DIRITTO IN AMBITO AGROALIMENTARE,,2022/2023
6185,Module,Italian,,Second Semester,,COMUNICAZIONE E MARKETING DELLA CULTURA ALIMENTARE E GASTRONOMICA,,2022/2023
6186,Module,Italian,,Second Semester,SECS-P/08,MARKETING E ORGANIZZAZIONE AZIENDALE,,2022/2023
10699,Instructor,,,,N/A,,,
6188,Module,Italian,,Second Semester,L-ART/06,ETICA DELLA COMUNICAZIONE IN AMBITO GASTRONOMICO,,2022/2023
6189,Module,Italian,,Second Semester,SPS/08,SOCIOLOGIA DEI PROCESSI CULTURALI E COMUNICATIVI,,2022/2023
6190,Module,Italian,,Second Semester,,QUALITA' E CERTIFICAZIONE DEI PRODOTTI ALIMENTARI,,2022/2023
6191,Module,Italian,,Second Semester,,STAGE VI,,2022/2023
6193,DegreeProgram,Italian,Management delle scienze gastronomiche per il benessere,,,,Laurea Magistrale,
6194,Curriculum,,Curriculum unico,,,,,
6195,Module,Italian,,First Semester,SECS-P/07,BILANCIO AMMINISTRAZIONE E CONTROLLO DI GESTIONE,,2024/2025
6196,Module,Italian,,First Semester,,MEMORIA TERRITORI E CULTURA,,2024/2025
6197,Module,Italian,,First Semester,M-STO/01,STORIA MEDIEVALE,,2024/2025
6198,Module,Italian,,First Semester,M-GGR/01,GEOGRAFIA,,2024/2025
6199,Module,Italian,,First Semester,IUS/03,DIRITTO AGRARIO COMUNITARIO E INTERNAZIONALE,,2024/2025
46356,Instructor,,,,N/A,,,
6201,Module,Italian,,First Semester,,MICROBIOLOGIA E CHIMICA DEGLI ALIMENTI,,2024/2025
6202,Module,Italian,,First Semester,AGR/16,MICROBIOLOGIA AGRARIA,,2024/2025
44901,Instructor,,,,AGR/16,,,
6204,Module,Italian,,First Semester,CHIM/10,CHIMICA DEGLI ALIMENTI,,2024/2025
28672,Instructor,,,,CHIM/10,,,
6206,Module,Italian,,First Semester,AGR/15,ANALISI SENSORIALE,,2024/2025
6207,Module,Italian,,Second Semester,SECS-P/10,ORGANIZZAZIONE DELLE AZIENDE DEL SETTORE HORECA,,2024/2025
6208,Module,Italian,,Second Semester,,BIOLOGIA FARMACEUTICA,,2024/2025
6209,Module,Italian,,Second Semester,MED/49,SCIENZE DIETETICHE APPLICATE,,2024/2025
6210,Module,Italian,,Second Semester,BIO/15,BIOLOGIA FARMACEUTICA,,2024/2025
9840,Instructor,,,,BIOS-01/D,,,
6212,Module,Italian,,Second Semester,AGR/15,TECNOLOGIE ENOLOGICHE,,2024/2025
6213,Module,Italian,,Second Semester,AGR/15,Food design e packaging per la circular economy,,2024/2025
6214,Module,Italian,,Second Semester,,SCIENZA DELL'ALIMENTAZIONE E ALTERAZIONI FUNZIONALI DELL'APPARATO STOMATOGNATICO,,2024/2025
6215,Module,Italian,,Second Semester,MED/28,MALATTIE ODONTOSTAMATOLOGICHE,,2024/2025
23981,Instructor,,,,MED/28,,,
6217,Module,Italian,,Second Semester,MED/49,SCIENZE DIETETICHE,,2024/2025
6218,Module,Italian,,First Semester,,SCIENZE ALIMENTARI E DELLA NUTRIZIONE,,2024/2025
6219,Module,Italian,,First Semester,MED/49,SCIENZE DIETETICHE APPLICATE,,2024/2025
6220,Module,Italian,,First Semester,MED/13,ENDOCRINOLOGIA,,2024/2025
17620,Instructor,,,,MED/13,,,
6222,Curriculum,,Wine & hospitality management,,,,,
6223,Module,Italian,,First Semester,AGR/01,ECONOMIA E GOVERNANCE DELLE FILIERE AGROALIMENTARI,,2024/2025
6224,Module,Italian,,First Semester,SECS-P/13,INNOVAZIONE QUALITA' E SOSTENIBILITA' NELLA FILIERA DEL VINO E DELL'OSPITALITA',,2024/2025
6225,Module,Italian,,First Semester,,STAGE I,,2024/2025
6226,Module,Italian,,Second Semester,,COMUNICAZIONE IN AMBITO ALIMENTARE,,2024/2025
6227,Module,Italian,,Second Semester,MED/49,SCIENZE DIETETICHE APPLICATE,,2024/2025
6228,Module,Italian,,Second Semester,M-STO/04,STORIA CONTEMPORANEA,,2024/2025
46442,Instructor,,,,N/A,,,
6230,Module,Italian,,Second Semester,SPS/08,SOCIOLOGIA DEI PROCESSI CULTURALI E COMUNICATIVI,,2024/2025
25597,Instructor,,,,GSPS-06/A,,,
6232,Module,Italian,,Second Semester,,STAGE II,,2024/2025
6233,Curriculum,,Management delle scienze gastronomiche,,,,,
6234,Module,Italian,,First Semester,SECS-P/13,QUALITA' NEI SERVIZI E CUSTOMER SATISFACTION,,2024/2025
45086,Instructor,,,,SECS-P/13,,,
46174,Instructor,,,,MEDS-08/C,,,
6237,DegreeProgram,Italian,Scienze e tecnologie alimentari,,,,Laurea Magistrale,
6238,Curriculum,,Qualita' e Valorizzazione,,,,,
6239,Module,Italian,,First Semester,CHIM/11,BIOTECNOLOGIE MICROBICHE ALIMENTARI,,2024/2025
9477,Instructor,,,,CHEM-07/C,,,
6241,Module,Italian,,First Semester,AGR/01,ECONOMIA AGROALIMENTARE,,2024/2025
6242,Module,Italian,,First Semester,SECS-P/13,LABORATORIO DI MERCEOLOGIA ALIMENTARE,,2024/2025
6243,Module,Italian,,First Semester,CHIM/02,METODI SPETTROSCOPICI PER IL CONTROLLO DELLA QUALITA' E LA SICUREZZA DEGLI ALIMENTI,,2024/2025
6244,Module,Italian,,First Semester,BIO/10,ALIMENTAZIONE E NUTRIZIONE UMANA,,2024/2025
6245,Module,Italian,,First Semester,AGR/12,PROTEZIONE INTEGRATA DELLE PIANTE DI INTERESSE ALIMENTARE,,2024/2025
6246,Module,Italian,,Second Semester,,MIGLIORAMENTO E CONTROLLO DELLA PRODUZIONE,,2024/2025
6247,Module,Italian,,Second Semester,BIO/11,TECNICHE MOLECOLARI NELLA PRODUZIONE E CONTROLLO QUALITA' DEGLI ALIMENTI,,2024/2025
6248,Module,Italian,,Second Semester,BIO/04,BIOTECNOLOGIE METABOLICHE E MIGLIORAMENTO VEGETALE,,2024/2025
6249,Module,Italian,,Second Semester,,INNOVAZIONE NELL'INDUSTRIA ALIMENTARE - ANALISI CHIMICA E SENSORIALE,,2024/2025
6250,Module,Italian,,Second Semester,AGR/15,ANALISI CHIMICA E SENSORIALE DEGLI ALIMENTI,,2024/2025
6251,Module,Italian,,Second Semester,AGR/15,TECNOLOGIE ENZIMATICHE PER L'INDUSTRIA ALIMENTARE,,2024/2025
9023,Instructor,,,,AGR/15,,,
6253,Module,Italian,,Second Semester,AGR/15,INDUSTRIE DEI PRODOTTI ALIMENTARI,,2024/2025
6254,Curriculum,,Tecnologie alimentari,,,,,
6255,Module,Italian,,Second Semester,,TECNOLOGIE ALIMENTARI ED ECONOMIA DI IMPRESA,,2024/2025
6256,Module,Italian,,First Semester,AGR/15,PROCESSI DELLA TECNOLOGIA DEI CEREALI E DELLA BIRRA,,2024/2025
6257,Module,Italian,,First Semester,AGR/12,SICUREZZA ALIMENTARE E CONFORMITA' DELLE PRODUZIONI DI ORIGINE VEGETALE,,2024/2025
6258,Module,Italian,,First Semester,,ECONOMIA E MARKETING DEI PRODOTTI AGROALIMENTARI,,2024/2025
6259,Module,Italian,,First Semester,AGR/01,MARKETING DEI PRODOTTI AGROALIMENTARI,,2024/2025
8878,Instructor,,,,N/A,,,
6261,Module,Italian,,First Semester,AGR/01,ECONOMIA DEL SETTORE ALIMENTARE,,2024/2025
32764,Instructor,,,,,,,
6263,Module,Italian,,First Semester,AGR/17,TECNICHE GENETICHE E MOLECOLARI PER IL MIGLIORAMENTO DELLA QUALITA' DELLE PRODUZIONI ANIMALI,,2024/2025
9893,Instructor,,,,N/A,,,
6265,Module,Italian,,First Semester,CHIM/11,BIOTECNOLOGIE E MICROBIOLOGIA DEGLI ALIMENTI,,2024/2025
6266,Module,Italian,,Second Semester,AGR/01,ECONOMIA DELLE IMPRESE AGROALIMENTARI,,2024/2025
44812,Instructor,,,,N/A,,,
6268,Module,Italian,,Second Semester,CHIM/11,BIOPROCESSI ALIMENTARI E METODOLOGIE MICROBICHE AVANZATE,,2024/2025
6269,Module,Italian,,Second Semester,,INNOVAZIONE NELL'INDUSTRIA ALIMENTARE - ANALISI SENSORIALE E CONSUMER SCIENCE,,2024/2025
6270,Module,Italian,,Second Semester,AGR/15,TECNOLOGIE ENZIMATICHE PER L'INDUSTRIA ALIMENTARE,,2024/2025
6271,Module,Italian,,Second Semester,AGR/15,ANALISI SENSORIALE E CONSUMER SCIENCE,,2024/2025
6272,Module,Italian,,Second Semester,AGR/15,ANALITICA TRADIZIONALE E INNOVATIVA PER IL SETTORE AGROALIMENTARE,,2024/2025
32776,Instructor,,,,,,,
6274,Module,Italian,,Second Semester,AGR/13,ANALISI CHIMICA DI MATRICI AGRO-ALIMENTARI,,2024/2025
32769,Instructor,,,,,,,
6276,DegreeProgram,Italian,"Teatro, Cinema, Media",,,,Laurea,
6277,Curriculum,,"Teatro, Cinema, Media - CURRICULUM UNICO",,,,,
6278,Module,Italian,,First Semester,L-ART/05,STORIA DEL TEATRO,,2023/2024
6279,Module,Italian,,First Semester,L-ART/06,INTRODUZIONE ALLA STORIA DEL CINEMA,,2024/2025
6280,Module,Italian,,First Semester,,STORIA DELLA DANZA,,2024/2025
6281,Module,Italian,,First Semester,L-ART/05,STORIA DELLA DANZA II,,2024/2025
8550,Instructor,,,,PEMM-01/A,,,
6283,Module,Italian,,First Semester,L-ART/05,STORIA DELLA DANZA I,,2024/2025
6284,Module,Italian,,First Semester,SPS/08,STORIA E TEORIA DEI MEDIA,,2024/2025
46207,Instructor,,,,ARTE-01/C,,,
26079,Instructor,,,,ARTE-01/C,,,
6287,Module,Italian,,Second Semester,L-FIL-LET/10,ISTITUZIONI DI LETTERATURA ITALIANA,,2024/2025
26751,Instructor,,,,ITAL-01/A,,,
6289,Module,Italian,,Second Semester,L-ART/04,MUSEOLOGIA,,2024/2025
26246,Instructor,,,,ARTE-01/D,,,
6291,Module,Italian,,Second Semester,L-LIN/11,LETTERATURA E CULTURA ANGLO-AMERICANA,,2024/2025
6292,Module,Italian,,Second Semester,L-ART/07,SOCIOLOGIA DELLA MUSICA,,2024/2025
38287,Instructor,,,,,,,
6294,Module,Italian,,Second Semester,L-ART/06,ANALISI DEL FILM,,2024/2025
6295,Module,Italian,,Second Semester,L-ART/06,CINEMA ARTHOUSE,,2024/2025
26258,Instructor,,,,PEMM-01/B,,,
6297,Module,Italian,,Second Semester,L-ART/05,STORIA TEORIE E TECNICHE DELL' ATTORE,,2024/2025
6298,Module,Italian,,First Semester,,STORIA DELLA MUSICA,,2023/2024
6299,Module,Italian,,First Semester,L-ART/07,STORIA DEL TEATRO MUSICALE,,2023/2024
6300,Module,Italian,,First Semester,L-ART/07,DRAMMATURGIA MUSICALE,,2023/2024
6301,Module,Italian,,First Semester,SPS/08,ISTITUZIONI DI MEDIOLOGIA: IMMAGINARI E STORYTELLING,,2023/2024
6302,Module,Italian,,First Semester,L-ART/05,ORGANIZZAZIONE E PRODUZIONE DELLO SPETTACOLO,,2023/2024
6303,Module,Italian,,First Semester,L-ART/06,STORIA DELLA TELEVISIONE,,2023/2024
6304,Module,Italian,,First Semester,L-ART/06,CINEMA AMERICANO,,2023/2024
6305,Module,Italian,,First Semester,L-ART/05,TEATRO CONTEMPORANEO,,2023/2024
6306,Module,Italian,,Second Semester,L-ART/05,TEATRO E DANZA IN ASIA,,2023/2024
26269,Instructor,,,,PEMM-01/A,,,
6308,Module,Italian,,Second Semester,L-ART/05,TEORIE E TECNICHE DEL TEATRO SOCIALE,,2023/2024
26186,Instructor,,,,N/A,,,
6310,Module,Italian,,Second Semester,L-ART/05,STORIA DELLA REGIA,,2022/2023
6311,Module,Italian,,Second Semester,L-ART/06,SCENEGGIATURA,,2023/2024
6312,Module,Italian,,Second Semester,L-ART/06,PRODUZIONE AUDIOVISIVA,,2023/2024
38563,Instructor,,,,L-ART/06,,,
6314,Module,Italian,,Second Semester,L-ART/06,ECONOMIA DEL CINEMA E DEI MEDIA,,2022/2023
30037,Instructor,,,,L-ART/06,,,
6316,Module,Italian,,First Semester,L-ART/05,TEORIE DEL TEATRO,,2022/2023
8549,Instructor,,,,PEMM-01/A,,,
6318,Module,Italian,,First Semester,L-ART/06,MEDIA INDUSTRY,,2022/2023
6319,Module,Italian,,First Semester,L-ART/05,STORYTELLING E CROSSMEDIALITA' PER LO SPETTACOLO,,2022/2023
8556,Instructor,,,,GSPS-06/A,,,
6321,Module,Italian,,Second Semester,L-ART/05,ANTROPOLOGIA DEL TEATRO,,2022/2023
26039,Instructor,,,,N/A,,,
6323,Module,Italian,,Second Semester,L-ART/05,PROGETTAZIONE PER LO SPETTACOLO DAL VIVO,,2022/2023
6324,Module,Italian,,Second Semester,L-ART/06,STORIA DELLA CRITICA CINEMATOGRAFICA,,2022/2023
6325,Module,Italian,,Second Semester,,LABORATORI E TIROCINI,,2022/2023
44062,Instructor,,,,PEMM-01/B,,,
6327,DegreeProgram,Italian,Studi storico-artistici,,,,Laurea,
6328,Curriculum,,Studi storico-artistici - CURRICULUM UNICO,,,,,
6329,Module,Italian,,First Semester,L-ART/01,STORIA DELL'ARTE MEDIEVALE I,,2022/2023
26020,Instructor,,,,ARTE-01/A,,,
26162,Instructor,,,,ARTE-01/A,,,
26225,Instructor,,,,ARTE-01/A,,,
6333,Module,Italian,,Annuale,,ARCHEOLOGIA E STORIA DELL'ARTE GRECA E ROMANA,,2024/2025
6334,Module,Italian,,Annuale,L-ANT/07,ARCHEOLOGIA E STORIA DELL'ARTE GRECA,,2024/2025
25146,Instructor,,,,ARCH-01/D,,,
6336,Module,Italian,,Annuale,L-ANT/07,ARCHEOLOGIA E STORIA DELL'ARTE ROMANA,,2024/2025
21207,Instructor,,,,ARCH-01/D,,,
6338,Module,Italian,,Second Semester,L-ART/02,STORIA DELL'ARTE MODERNA I,,2022/2023
6339,Module,Italian,,Second Semester,L-FIL-LET/07,INTRODUZIONE ALLA CIVILTA' BIZANTINA,,2024/2025
6340,Module,Italian,,First Semester,L-ART/01,STORIA DELL'ARTE BIZANTINA I A,,2023/2024
34118,Instructor,,,,N/A,,,
6342,Module,Italian,,First Semester,L-ART/03,STORIA DELL'ARTE CONTEMPORANEA I,,2022/2023
26023,Instructor,,,,ARTE-01/C,,,
6344,Module,Italian,,First Semester,L-ART/02,STORIA DELL'ARTE MODERNA A ROMA E NEL LAZIO,,2023/2024
6345,Module,Italian,,Second Semester,L-FIL-LET/10,LETTERATURA ITALIANA,,2023/2024
38261,Instructor,,,,HIST-03/A,,,
27392,Instructor,,,,N/A,,,
6348,Module,Italian,,Second Semester,L-ART/04,STORIA DELLA CRITICA D'ARTE I,,2023/2024
26165,Instructor,,,,ARTE-01/D,,,
38119,Instructor,,,,ARTE-01/D,,,
6351,Module,Italian,,Second Semester,L-ART/03,STORIA DELLA FOTOGRAFIA,,2024/2025
6352,Module,Italian,,First Semester,L-ART/07,STORIA DELLA MUSICA,,2024/2025
6353,Module,Italian,,First Semester,M-STO/09,PALEOGRAFIA LATINA,,2022/2023
6354,Module,Italian,,First Semester,L-ART/06,STORIA DEL CINEMA I A,,2022/2023
6355,Module,Italian,,First Semester,L-ART/05,STORIA DEL TEATRO E DELLO SPETTACOLO,,2022/2023
6356,Module,Italian,,Second Semester,L-ART/01,STORIA DELL'ARTE BIZANTINA II,,2022/2023
6357,Module,Italian,,Second Semester,L-ART/01,STORIA DELL'ARTE MEDIEVALE II,,2022/2023
6358,Module,Italian,,Second Semester,L-ART/02,STORIA DELL'ARTE MODERNA II A,,2022/2023
6359,Module,Italian,,Second Semester,L-ART/04,STORIA DELLA CRITICA D'ARTE II A,,2022/2023
6360,Module,Italian,,Second Semester,L-ART/04,LETTERATURA ARTISTICA,,2022/2023
26159,Instructor,,,,ARTE-01/D,,,
6362,Module,Italian,,Second Semester,L-ART/04,STORIA DELLE TECNICHE ARTISTICHE I A,,2024/2025
26069,Instructor,,,,ARTE-01/D,,,
35866,Instructor,,,,ARTE-01/D,,,
6365,Module,Italian,,Second Semester,L-ART/04,ICONOGRAFIA E ICONOLOGIA,,2022/2023
6366,Module,Italian,,Second Semester,IUS/01,DIRITTO PRIVATO DELL'ARTE,,2022/2023
6367,Module,Italian,,Second Semester,INF/01,INFORMATICA APPLICATA AI BENI CULTURALI I A,,2022/2023
30220,Instructor,,,,INFO-01/A,,,
6369,Module,Italian,,Second Semester,ICAR/18,STORIA DELL'ARCHITETTURA I,,2022/2023
43987,Instructor,,,,CEAR-11/A,,,
6372,DegreeProgram,Italian,Scienze della moda e del costume,,,,Laurea,
6373,Curriculum,,Scienze della moda e del costume - CURRICULUM UNICO,,,,,
6374,Module,Italian,,First Semester,M-STO/08,ARCHIVISTICA PER LA MODA,,2024/2025
6375,Module,Italian,,First Semester,SPS/06,STORIA INTERNAZIONALE DEI NAZIONALISMI E IDENTITA',,2024/2025
6376,Module,Italian,,First Semester,L-ANT/07,IL LUSSO COME PRATICA SOCIALE NELL'ANTICHITA',,2024/2025
6377,Module,Italian,,First Semester,SECS-P/13,STORIA DEL GIOIELLO,,2024/2025
45416,Instructor,,,,,,,
6379,Module,Italian,,First Semester,SECS-P/12,STORIA ECONOMICA DELLA MODA. CULTURA D'IMPRESA PRODUZIONE MERCATO,,2024/2025
6380,Module,Italian,,Second Semester,M-STO/04,SOCIETA' DI MASSA MODA E COSTUME NELLA STORIA DEL NOVECENTO,,2024/2025
37193,Instructor,,,,HIST-03/A,,,
6382,Module,Italian,,Second Semester,INF/01,FONDAMENTI DI INFORMATICA,,2024/2025
6383,Module,Italian,,Second Semester,SECS-P/13,TECNOLOGIA E QUALITA' NEL SETTORE MODA,,2023/2024
6384,Module,Italian,,Second Semester,L-FIL-LET/06,CORPO VESTE IDENTITA' I-II,,2024/2025
6385,Module,Italian,,Second Semester,SECS-P/13,INNOVAZIONE TECNOLOGICA NEL SETTORE TESSILE PER IL MADE IN ITALY,,2022/2023
6386,Module,Italian,,Second Semester,L-FIL-LET/10,LETTERATURA ITALIANA PER LA MODA,,2024/2025
45326,Instructor,,,,LICO-01/A,,,
6388,Module,Italian,,Second Semester,SECS-P/08,CREAZIONE DEL VALORE NEL SETTORE MODA,,2024/2025
6389,Module,Italian,,Second Semester,L-ANT/07,STORIA PRODUZIONE E CONSERVAZIONE DEL PATRIMONIO TESSILE,,2024/2025
21277,Instructor,,,,N/A,,,
6391,Module,Italian,,Second Semester,,SOCIOLOGIA DELLA COMUNICAZIONE E DELLA MODA,,2024/2025
6392,Module,Italian,,Second Semester,SPS/08,SOCIOLOGIA DELLA MODA,,2024/2025
26230,Instructor,,,,GSPS-06/A,,,
6394,Module,Italian,,Second Semester,SPS/08,SOCIOLOGIA DEI MEDIA,,2024/2025
6395,Module,Italian,,First Semester,SPS/07,BRANDING E COMUNICAZIONE DELLA MODA,,2023/2024
10888,Instructor,,,,N/A,,,
6397,Module,Italian,,First Semester,ICAR/17,ILLUSTRAZIONE DI MODA,,2023/2024
6398,Module,Italian,,First Semester,L-ART/06,FOTOGRAFIA DI MODA,,2023/2024
35853,Instructor,,,,N/A,,,
6400,Module,Italian,,First Semester,,DESIGN DELLA MODA,,2023/2024
6401,Module,Italian,,First Semester,ICAR/13,SISTEMI TECNICHE E STILI PER LA MODA SOSTENIBILE,,2023/2024
6402,Module,Italian,,First Semester,ICAR/13,DESIGN DEL TESSUTO,,2023/2024
6403,Module,Italian,,First Semester,,STORIA E CRITICA DEL CINEMA,,2023/2024
6404,Module,Italian,,First Semester,L-ART/06,CRITICA DEL CINEMA,,2023/2024
6405,Module,Italian,,First Semester,L-ART/06,STORIA DEL CINEMA,,2023/2024
6406,Module,Italian,,First Semester,M-STO/06,SIMBOLOGIA DEL VESTIRE,,2023/2024
37656,Instructor,,,,HIST-04/A,,,
6408,Module,Italian,,First Semester,SECS-P/08,MANAGEMENT DELL'INNOVAZIONE,,2023/2024
6409,Module,Italian,,Annuale,L-ANT/01,PREISTORIA DELL'ARTE - CORSO BASE,,2022/2023
25143,Instructor,,,,ARCH-01/A,,,
6411,Module,Italian,,Second Semester,SECS-P/13,TECNOLOGIA E QUALITA' NEL SETTORE MODA,,2023/2024
6412,Module,Italian,,Second Semester,M-FIL/05,FILOSOFIA DELLA MODA,,2023/2024
6413,Module,Italian,,Second Semester,L-LIN/10,LETTERATURA INGLESE PER MODA,,2022/2023
30112,Instructor,,,,N/A,,,
6416,Module,Italian,,Second Semester,,PER LA CONOSCENZA DI ALMENO UNA LINGUA STRANIERA,,2023/2024
6417,DegreeProgram,Italian,Scienze Archeologiche,,,,Laurea,
6418,Curriculum,,"Archeologia preistorica, classica, medievale",,,,,
6419,Module,Italian,,Annuale,L-ANT/01,ECOLOGIA PREISTORICA,,2022/2023
25087,Instructor,,,,ARCH-01/A,,,
6421,Module,Italian,,Annuale,L-ANT/01,ARCHEOLOGIA AFRICANA,,2022/2023
25165,Instructor,,,,ARCH-01/A,,,
6423,Module,Italian,,Annuale,L-ANT/01,PREISTORIA E PROTOSTORIA DEL VICINO E MEDIO ORIENTE I,,2023/2024
25106,Instructor,,,,ARCH-01/A,,,
6425,Module,Italian,,Annuale,,STORIA GRECA E ROMANA,,2024/2025
6426,Module,Italian,,Annuale,L-ANT/02,STORIA GRECA,,2024/2025
6427,Module,Italian,,Annuale,L-ANT/03,STORIA ROMANA,,2024/2025
6428,Module,Italian,,Annuale,M-GGR/01,GEOGRAFIA,,2024/2025
6429,Module,Italian,,Annuale,L-ANT/01,ARCHEOLOGIA PREISTORICA E PROTOSTORICA,,2024/2025
21315,Instructor,,,,ARCH-01/A,,,
25135,Instructor,,,,ARCH-01/D,,,
6432,Module,Italian,,Annuale,L-ANT/06,CIVILTA' DELL'ITALIA PREROMANA,,2024/2025
32842,Instructor,,,,PHYS-03/A,,,
21174,Instructor,,,,ARCH-01/D,,,
25097,Instructor,,,,ARCH-01/D,,,
45293,Instructor,,,,ARCH-01/G,,,
25080,Instructor,,,,ARCH-01/A,,,
25091,Instructor,,,,ARCH-01/A,,,
6439,Module,Italian,,Annuale,,EPIGRAFIA GRECA E LATINA,,2023/2024
6440,Module,Italian,,Annuale,L-ANT/03,EPIGRAFIA LATINA,,2023/2024
6441,Module,Italian,,Annuale,L-ANT/02,EPIGRAFIA GRECA,,2023/2024
6442,Module,Italian,,Annuale,,PROTOSTORIA EUROPEA,,2023/2024
6443,Module,Italian,,Annuale,L-ANT/01,PROTOSTORIA EUROPEA II,,2023/2024
6444,Module,Italian,,Annuale,L-ANT/01,PROTOSTORIA EUROPEA I,,2023/2024
6445,Module,Italian,,Annuale,L-ANT/09,TOPOGRAFIA ANTICA,,2023/2024
6446,Module,Italian,,Annuale,L-ANT/08,ARCHEOLOGIA MEDIEVALE,,2022/2023
6447,Module,Italian,,Annuale,,PALETNOLOGIA E ARCHEOLOGIA SPERIMENTALE,,2023/2024
6448,Module,Italian,,Annuale,L-ANT/01,ARCHEOLOGIA SPERIMENTALE,,2023/2024
6449,Module,Italian,,Annuale,L-ANT/01,PALETNOLOGIA,,2023/2024
6450,Module,Italian,,Annuale,,ETRUSCOLOGIA E ANTICHITA' ITALICHE,,2023/2024
6451,Module,Italian,,Annuale,L-ANT/06,ETRUSCOLOGIA E ANTICHITA' ITALICHE II,,2023/2024
21368,Instructor,,,,ARCH-01/C,,,
6453,Module,Italian,,Annuale,L-ANT/06,ETRUSCOLOGIA E ANTICHITA' ITALICHE I,,2023/2024
6454,Module,Italian,,Annuale,,ARCHEOLOGIA DELLE PROVINCE ROMANE,,2023/2024
6455,Module,Italian,,Annuale,L-ANT/07,ARCHEOLOGIA DELLE PROVINCE ROMANE B,,2023/2024
6456,Module,Italian,,Annuale,L-ANT/07,ARCHEOLOGIA DELLE PROVINCE ROMANE A,,2023/2024
6457,Module,Italian,,Annuale,,ARCHEOLOGIA DELLA TARDA ANTICHITA' E TOPOGRAFIA DEL MEDIOEVO,,2023/2024
6458,Module,Italian,,Annuale,L-ANT/08,TOPOGRAFIA DEL MEDIOEVO,,2023/2024
25115,Instructor,,,,ARCH-01/E,,,
6460,Module,Italian,,Annuale,L-ANT/08,ARCHEOLOGIA DELLA TARDA ANTICHITA',,2023/2024
21413,Instructor,,,,ARCH-01/E,,,
6462,Module,Italian,,Annuale,,METODOLOGIE DI RILIEVO DEI MONUMENTI E RILEVAMENTO TERRITORIALE,,2023/2024
6463,Module,Italian,,Annuale,L-ANT/09,METODOLOGIE DI RILIEVO DEI MONUMENTI E RILEVAMENTO TERRITORIALE II,,2023/2024
25077,Instructor,,,,ARCH-01/F,,,
