id,label,language,name,semester,ssd,title,type,year
28429,Instructor,,,,ECON-09/B,,,
36134,Instructor,,,,SECS-S/06,,,
35870,Instructor,,,,SECS-S/06,,,
3,Module,Italian,,Second Semester,SECS-P/06,ECONOMIA DELL'ORGANIZZAZIONE INDUSTRIALE,,2023/2024
37007,Instructor,,,,ECON-04/A,,,
5,Module,Italian,,Second Semester,SECS-P/02,ECONOMIA E POLITICA MONETARIA,,2023/2024
11287,Instructor,,,,ECON-03/A,,,
7,Module,Italian,,First Semester,SECS-P/07,ECONOMIA DELLE AMMINISTRAZIONI PUBBLICHE,,2022/2023
8,Module,Italian,,First Semester,SECS-P/07,PIANIFICAZIONE E CONTROLLO DI GESTIONE,,2022/2023
28466,Instructor,,,,SECS-P/07,,,
10,Module,Italian,,First Semester,IUS/07,DIRITTO DEL LAVORO,,2022/2023
28444,Instructor,,,,GIUR-04/A,,,
11050,Instructor,,,,IUS/07,,,
13,Module,Italian,,First Semester,IUS/12,DIRITTO TRIBUTARIO,,2023/2024
43784,Instructor,,,,GIUR-08/A,,,
28390,Instructor,,,,ECON-09/A,,,
16,Module,Italian,,Second Semester,SECS-S/06,MATEMATICA PER LE ASSICURAZIONI,,2024/2025
9687,Instructor,,,,SECS-P/13,,,
18,Module,Italian,,First Semester,SECS-P/11,ECONOMIA E TECNICA DEI MERCATI MOBILIARI,,2022/2023
11077,Instructor,,,,ECON-09/B,,,
20,Module,Italian,,First Semester,SECS-P/10,Organizzazione aziendale,,2022/2023
23532,Instructor,,,,SECS-P/10,,,
35760,Instructor,,,,SECS-P/10,,,
23,Module,Italian,,Second Semester,SECS-P/07,REVISIONE AZIENDALE,,2022/2023
24,Curriculum,,"Banca, assicurazione e mercati finanziari",,,,,
25,Module,Italian,,First Semester,SECS-P/11,ECONOMIA E GESTIONE DELLA BANCA,,2022/2023
26,Module,Italian,,First Semester,SECS-P/11,PRODUZIONE E DISTRIBUZIONE ASSICURATIVA DANNI E VITA,,2022/2023
11078,Instructor,,,,ECON-09/B,,,
28,Module,Italian,,Second Semester,SECS-P/11,RISK MANAGEMENT E CREAZIONE DI VALORE NELLE BANCHE,,2022/2023
28514,Instructor,,,,ECON-09/B,,,
30,Module,Italian,,Second Semester,IUS/01,CONTRATTI E RESPONSABILITA',,2022/2023
31,Module,Italian,,Second Semester,SECS-P/13,"ENERGIA, MATERIE PRIME ED INNOVAZIONE",,2023/2024
9696,Instructor,,,,ECON-10/A,,,
33,Module,Italian,,Second Semester,M-GGR/02,GEOGRAFIA DELL'IMPRESA E DEI MERCATI FINANZIARI,,2022/2023
34335,Instructor,,,,GEOG-01/B,,,
35,Curriculum,,Gestione d'impresa,,,,,
23521,Instructor,,,,ECON-07/A,,,
23526,Instructor,,,,SECS-P/08,,,
38,Module,Italian,,First Semester,SECS-P/09,FINANZA AZIENDALE,,2024/2025
39,Module,Italian,,First Semester,SECS-P/10,ORGANIZZAZIONE AZIENDALE,,2022/2023
40,Module,Italian,,First Semester,SECS-P/13,TECNOLOGIA DEI CICLI PRODUTTIVI,,2023/2024
41,Module,Italian,,Second Semester,SECS-P/08,MARKETING,,2024/2025
33702,Instructor,,,,SECS-P/08,,,
33705,Instructor,,,,ECON-07/A,,,
44,Curriculum,,Economia e commercio (corso serale),,,,,
45,Module,Italian,,Second Semester,,LINGUA FRANCESE,,2024/2025
15799,Instructor,,,,FRAN-01/B,,,
35858,Instructor,,,,SECS-P/08,,,
11139,Instructor,,,,ECON-02/A,,,
12763,Instructor,,,,STAT-01/A,,,
28516,Instructor,,,,GIUR-02/A,,,
11338,Instructor,,,,GIUR-04/A,,,
52,Module,Italian,,First Semester,SECS-P/08,MANAGEMENT,,2022/2023
37054,Instructor,,,,SECS-P/08,,,
17347,Instructor,,,,N/A,,,
45449,Instructor,,,,N/A,,,
15851,Instructor,,,,STEC-01/B,,,
57,Curriculum,,Business Management (in lingua inglese),,,,,
58,DegreeProgram,Italian,"Intermediari, finanza internazionale e risk management - Financial institutions, international finance and risk management",,,,Laurea Magistrale,
59,Curriculum,,Banking and financial intermediaries,,,,,
60,Module,Italian,,First Semester,SECS-S/06,MODELLI MATEMATICI PER LE SCELTE DI PORTAFOGLIO,,2024/2025
61,Module,Italian,,First Semester,SECS-P/02,POLITICHE ECONOMICHE EUROPEE,,2024/2025
46238,Instructor,,,,ECON-02/A,,,
63,Module,Italian,,First Semester,SECS-P/11,RISK MANAGEMENT PER LE BANCHE,,2024/2025
11087,Instructor,,,,ECON-09/B,,,
65,Module,Italian,,Second Semester,SECS-P/11,COMPLIANCE E CONTROLLI INTERNI NELLE BANCHE,,2024/2025
66,Module,Italian,,Second Semester,,DIRITTO DEGLI EMITTENTI DEGLI INTERMEDIARI E DEI MERCATI FINANZIARI INTERNAZIONALI,,2024/2025
67,Module,Italian,,Second Semester,IUS/05,DIRITTO DEGLI EMITTENTI DEGLI INTERMEDIARI E DEI MERCATI FINANZIARI INTERNAZIONALI I,,2024/2025
11134,Instructor,,,,GIUR-03/A,,,
69,Module,Italian,,Second Semester,IUS/05,DIRITTO DEGLI EMITTENTI DEGLI INTERMEDIARI E DEI MERCATI FINANZIARI INTERNAZIONALI II,,2024/2025
35798,Instructor,,,,GIUR-02/A,,,
71,Module,Italian,,Second Semester,SECS-P/01,PRICING DEGLI STRUMENTI E DEI SERVIZI FINANZIARI,,2024/2025
11252,Instructor,,,,SECS-P/01,,,
73,Module,Italian,,Second Semester,SECS-P/11,ADVANCED PORTFOLIO MANAGEMENT E INGEGNERIA FINANZIARIA,,2024/2025
74,Module,Italian,,Second Semester,SECS-P/11,ECONOMIA DEI MERCATI E DEGLI INTERMEDIARI FINANZIARI INTERNAZIONALI,,2024/2025
75,Module,Italian,,Second Semester,SECS-P/11,ECONOMIA E MANAGEMENT DELLE IMPRESE DI ASSICURAZIONE,,2024/2025
76,Module,Italian,,Second Semester,,LABORATORIO DI PIANIFICAZIONE STRATEGICA E PROCESSI DIREZIONALI NELLE BANCHE,,2024/2025
15446,Instructor,,,,N/A,,,
78,Module,Italian,,First Semester,SECS-P/08,IMPRENDITORIALITA' SOSTENIBILE,,2023/2024
37051,Instructor,,,,SECS-P/08,,,
80,Module,Italian,,First Semester,SECS-P/08,STRATEGIE D'IMPRESA,,2023/2024
82,Module,Italian,,Second Semester,SECS-P/09,FINANZA INTERNAZIONALE E CREAZIONE DI VALORE,,2024/2025
83,Module,Inglese,,Second Semester,SECS-P/11,SUSTAINABLE FINANCE AND IMPACT BANKING,,2024/2025
84,Module,Italian,,Second Semester,SECS-P/08,RISTRUTTURAZIONE DELLE IMPRESE,,2023/2024
86,Curriculum,,Corporate finance e investment banking (percorso formativo valido anche ai fini del conseguimento del doppio titolo italo-russo o del doppio titolo italo-belga o del doppio titolo italo-francese),,,,,
87,Module,Inglese,,First Semester,SECS-P/11,INTERNATIONAL BANKING AND CAPITAL MARKETS,,2024/2025
11083,Instructor,,,,SECS-P/11,,,
89,Module,Inglese,,First Semester,SECS-P/11,BANK CORPORATE GOVERNANCE,,2024/2025
90,Module,Italian,,Second Semester,SECS-P/11,STRUMENTI DERIVATI,,2024/2025
91,Module,Inglese,,Second Semester,SECS-P/09,INTERNATIONAL CORPORATE FINANCE,,2024/2025
92,Curriculum,,Corporate finance e investment banking (percorso formativo valido anche ai fini del conseguimento del doppio titolo italo-belga o del doppio titolo italo-francese),,,,,
93,Module,Italian,,First Semester,SECS-P/02,POLITICHE ECONOMICHE EUROPEE,,2024/2025
94,Module,Italian,,First Semester,SECS-P/12,STORIA DELLA BANCA E DELLE CRISI FINANZIARIE,,2024/2025
7801,Instructor,,,,STEC-01/B,,,
96,Module,Inglese,,First Semester,IUS/12,ADVANCED INTERNATIONAL TAX LAW,,2024/2025
10932,Instructor,,,,IUS/12,,,
98,Module,Italian,,First Semester,IUS/12,DIRITTO TRIBUTARIO DELLE SOCIETA' E DELLE ATTIVITA' FINANZIARIE,,2024/2025
99,Module,Italian,,Second Semester,SECS-P/11,CORPORATE E INVESTMENT BANKING,,2024/2025
100,Module,Italian,,Second Semester,SECS-S/01,MODELLI STATISTICI PER L'IMPRESA,,2024/2025
101,DegreeProgram,English,Health Economics - Economia sanitaria,,,,Laurea Magistrale,
102,Curriculum,,Health Economics - Economia sanitaria - CURRICULUM UNICO,,,,,
103,Module,Inglese,,First Semester,,HEALTH ECONOMICS AND ECONOMICS OF HEALTHCARE MARKETS,,2024/2025
104,Module,Italian,,First Semester,SECS-P/03,ECONOMICS OF HEALTHCARE MARKETS,,2024/2025
105,Module,Italian,,First Semester,SECS-P/02,HEALTH ECONOMICS AND POLICY,,2024/2025
106,Module,Inglese,,First Semester,MED/42,HYGIENE AND EPIDEMIOLOGY,,2024/2025
17556,Instructor,,,,MED/42,,,
17933,Instructor,,,,N/A,,,
33814,Instructor,,,,N/A,,,
5228,Instructor,,,,MED/44,,,
111,Module,Inglese,,First Semester,SECS-S/01,STATISTICS FOR HEALTH ECONOMICS,,2024/2025
112,Module,Inglese,,First Semester,,INTRODUCTORY ECONOMICS LABORATORY,,2024/2025
11194,Instructor,,,,,,,
114,Module,Inglese,,Second Semester,SECS-P/03,PUBLIC FINANCE OF HEALTH SYSTEMS,,2024/2025
115,Module,Inglese,,Second Semester,,STATA LABORATORY,,2024/2025
11173,Instructor,,,,ECON-02/A,,,
117,Module,Inglese,,Second Semester,SECS-P/08,HEALTH CARE MANAGEMENT,,2024/2025
118,Module,Inglese,,Second Semester,SECS-P/03,PHARMAECONOMICS AND EVALUATION OF HEALTH TECHNOLOGIES,,2024/2025
36916,Instructor,,,,SECS-P/03,,,
120,Module,Inglese,,Second Semester,IUS/05,HEALTH LAW,,2024/2025
11205,Instructor,,,,N/A,,,
122,Module,Inglese,,First Semester,SECS-P/01,GLOBALIZATION HEALTH AND ECONOMIC DEVELOPMENT,,2023/2024
5383,Instructor,,,,SECS-P/01,,,
124,Module,Inglese,,First Semester,SECS-P/07,PERFORMANCE EVALUATION,,2023/2024
35651,Instructor,,,,SECS-P/07,,,
126,Module,Inglese,,First Semester,SECS-P/03,ECONOMICS OF MARKET REGULATION,,2023/2024
127,Module,Inglese,,First Semester,MED/01,INFORMATION TECHNOLOGIES FOR HEALTH,,2023/2024
128,Module,Inglese,,First Semester,SECS-P/02,POLICY EVALUATION,,2023/2024
129,Module,Inglese,,First Semester,SECS-S/04,POPULATION DYNAMICS,,2023/2024
130,Module,Inglese,,Second Semester,,FURTHER KNOWLEDGE FOR PLACEMENT ON THE JOB MARKET,,2024/2025
131,Module,Inglese,,Second Semester,,DISSERTATION,,2024/2025
132,Module,Inglese,,Second Semester,SECS-P/03,PHARMAECONOMICS AND ECONOMICS OF BIOPHARMACEUTICAL INDUSTRY,,2023/2024
133,Module,Inglese,,Second Semester,SECS-P/01,DEVELOPMENT ECONOMICS,,2023/2024
134,DegreeProgram,Italian,Economia e Politiche per la sostenibilita globale,,,,Laurea Magistrale,
135,Curriculum,,Economia e Politiche per la sostenibilità globale - CURRICULUM UNICO,,,,,
136,Module,Italian,,First Semester,SECS-P/01,GIOCHI E STRATEGIE PER LA SOSTENIBILITA',,2024/2025
137,Module,Italian,,First Semester,,METODI E MODELLI STATISTICI PER L'ECONOMIA E LE POLITICHE PUBBLICHE,,2024/2025
138,Module,Italian,,First Semester,SECS-S/01,MODELLI STATISTICI PER L'ECONOMIA,,2024/2025
24909,Instructor,,,,STAT-01/A,,,
140,Module,Italian,,First Semester,SECS-S/01,DISEGNI CAMPIONARI PE L'ANALISI DELLE POLITICHE,,2024/2025
24954,Instructor,,,,N/A,,,
142,Module,Italian,,First Semester,SECS-P/01,IMPRESE MANAGEMENT E SOSTENIBILITA',,2024/2025
27579,Instructor,,,,ECON-01/A,,,
144,Module,Italian,,Second Semester,,LINGUA INGLESE,,2024/2025
45470,Instructor,,,,,,,
146,Module,Italian,,Second Semester,SECS-S/01,DATA SCIENCE E STATISTICA MULTIVARIATA,,2024/2025
25943,Instructor,,,,N/A,,,
148,Module,Italian,,Second Semester,,ECONOMIA DELLE ISTITUZIONI E SOSTENIBILITA' FISCALE,,2024/2025
149,Module,Italian,,Second Semester,SECS-P/03,ECONOMIA DELLE ISTITUZIONI,,2024/2025
150,Module,Italian,,Second Semester,SECS-P/03,POLITICHE FISCALI,,2024/2025
27565,Instructor,,,,ECON-03/A,,,
152,Module,Italian,,Second Semester,SECS-P/11,POLITICHE E MANAGEMENT PER UNA FINANZA SOSTENIBILE,,2024/2025
153,Module,Italian,,Second Semester,IUS/07,POLITICHE DEL WELFARE E DIRITTO EUROPEO DEL LAVORO,,2024/2025
154,Module,Italian,,First Semester,,CICLO E CRESCITA SOSTENIBILI,,2023/2024
155,Module,Italian,,First Semester,SECS-P/08,AZIENDALE,,2023/2024
156,Module,Italian,,First Semester,SECS-P/01,ECONOMICO,,2023/2024
157,Module,Italian,,First Semester,,METODI E APPLICAZIONI DI VALUTAZIONE DELLE POLITICHE,,2023/2024
158,Module,Italian,,First Semester,SECS-S/03,METODI COMPUTAZIONALI PER LE POLITICHE,,2023/2024
46274,Instructor,,,,N/A,,,
160,Module,Italian,,First Semester,SECS-S/03,METODI PER LA VALUTAZIONE DELLE POLITICHE,,2023/2024
161,Module,Italian,,Second Semester,SECS-P/02,POLITICHE ECONOMICHE INTERNAZIONALI E SVILUPPO SOSTENIBILE,,2023/2024
162,Module,Italian,,Second Semester,SECS-S/03,METODI E MODELLI STATISTICI PER SERIE STORICHE E DATI PANEL,,2023/2024
163,Module,Italian,,Second Semester,SECS-P/01,COMMERCIO INTERNAZIONALE GLOBALIZZAZIONE E SOSTENIBILITA',,2023/2024
164,Module,Italian,,First Semester,,ABILITA' INFORMATICHE,,2023/2024
166,DegreeProgram,Italian,Turismo e gestione delle risorse ambientali,,,,Laurea Magistrale,
167,Curriculum,,Turismo e gestione delle risorse ambientali - CURRICULUM UNICO,,,,,
168,Module,Italian,,First Semester,IUS/10,DIRITTO DEL TURISMO E DEL GOVERNO DEL TERRITORIO,,2024/2025
28504,Instructor,,,,GIUR-06/A,,,
170,Module,Italian,,First Semester,SECS-P/12,STORIA ECONOMICA DEL TURISMO,,2024/2025
171,Module,Italian,,First Semester,M-GGR/02,GEOGRAFIA E PIANIFICAZIONE TURISTICA,,2024/2025
12756,Instructor,,,,N/A,,,
173,Module,Italian,,First Semester,SECS-S/03,Metodi e tecniche di valutazione dei progetti,,2024/2025
15856,Instructor,,,,SECS-S/03,,,
175,Module,Italian,,Second Semester,SECS-P/06,ECONOMIA DEL TURISMO CORSO AVANZATO,,2024/2025
28406,Instructor,,,,STAT-02/A,,,
177,Module,Italian,,Second Semester,SECS-P/08,MARKETING DEL TURISMO,,2023/2024
23523,Instructor,,,,ECON-07/A,,,
179,Module,Italian,,Second Semester,SECS-S/03,MODELLI PER L'ANALISI DEI FLUSSI TURISTICI,,2024/2025
12753,Instructor,,,,STAT-01/A,,,
181,Module,Italian,,Second Semester,SPS/06,STORIA DELL'INTEGRAZIONE EUROPEA,,2023/2024
36902,Instructor,,,,GSPS-04/B,,,
183,Module,Italian,,Second Semester,SECS-P/10,Organizzazione delle imprese turistiche,,2024/2025
14767,Instructor,,,,N/A,,,
185,Module,Italian,,First Semester,SECS-P/13,GESTIONE SOSTENIBILE DELLE RISORSE CORSO AVANZATO,,2023/2024
186,Module,Italian,,First Semester,SECS-S/04,DEMOGRAFIA PER LE IMPRESE,,2023/2024
28312,Instructor,,,,N/A,,,
188,Module,Italian,,First Semester,IUS/06,DIRITTO DEI TRASPORTI,,2023/2024
33629,Instructor,,,,GIUR-02/B,,,
190,Module,Italian,,First Semester,SECS-P/13,GESTIONE AMBIENTALE,,2023/2024
9693,Instructor,,,,SECS-P/13,,,
192,Module,Francese,,First Semester,L-LIN/04,LINGUA FRANCESE,,2023/2024
193,Module,Spagnolo,,First Semester,L-LIN/07,LINGUA SPAGNOLA,,2023/2024
194,Module,deu,,First Semester,L-LIN/14,LINGUA TEDESCA,,2023/2024
22768,Instructor,,,,N/A,,,
196,Module,Italian,,Second Semester,,DATI SPAZIALI E TERRITORIO,,2023/2024
197,Module,Italian,,Second Semester,M-GGR/02,ANALISI QUANTITATIVA DEL TERRITORIO,,2023/2024
198,Module,Italian,,Second Semester,SECS-S/01,INTRODUZIONE AI DATI SPAZIALI,,2023/2024
199,DegreeProgram,Italian,Finanza e assicurazioni - Finance and insurance,,,,Laurea Magistrale,
200,Curriculum,,Finanza,,,,,
201,Module,Italian,,First Semester,SECS-S/06,MATEMATICA PER L'ECONOMIA E L'IMPRESA CORSO AVANZATO,,2024/2025
202,Module,Italian,,First Semester,SECS-S/01,PROBABILITA' E PROCESSI STOCASTICI,,2024/2025
203,Module,Italian,,First Semester,SECS-P/07,VALUTAZIONE D'AZIENDA,,2024/2025
204,Module,Italian,,First Semester,SECS-P/01,ECONOMIA FINANZIARIA,,2024/2025
205,Module,Italian,,First Semester,SECS-P/02,MICROECONOMIA - ANALISI E POLITICHE,,2024/2025
206,Module,Italian,,First Semester,,PROBABILITA' AL COMPUTER,,2024/2025
207,Module,Italian,,Second Semester,SECS-S/01,ANALISI DELLE SERIE STORICHE,,2024/2025
208,Module,Italian,,Second Semester,SECS-P/11,ECONOMIA DEI MERCATI E DEGLI INTERMEDIARI FINANZIARI INTERNAZIONALI,,2024/2025
209,Module,Italian,,Second Semester,SECS-S/06,FINANZA QUANTITATIVA,,2024/2025
210,Module,Italian,,Second Semester,SECS-P/05,ECONOMETRIA I,,2024/2025
33218,Instructor,,,,ECON-05/A,,,
212,Module,Italian,,Second Semester,SECS-P/02,ECONOMIA E POLITICA MONETARIA CORSO AVANZATO,,2024/2025
11278,Instructor,,,,SECS-P/02,,,
214,Module,Italian,,First Semester,SECS-S/06,METODI E MODELLI PER LA FINANZA,,2023/2024
215,Module,Italian,,First Semester,SECS-S/06,OTTIMIZZAZIONE FINANZIARIA,,2023/2024
15422,Instructor,,,,SECS-P/11,,,
217,Module,Italian,,Second Semester,IUS/05,DIRITTO DEL MERCATO E DEGLI STRUMENTI FINANZIARI,,2023/2024
10979,Instructor,,,,GIUR-03/A,,,
220,Curriculum,,Assicurazioni,,,,,
221,Module,Italian,,Second Semester,SECS-S/06,MATEMATICA ATTUARIALE PER LE ASSICURAZIONE PRIVATE,,2024/2025
222,Module,Italian,,Second Semester,,TEORIA DEL RISCHIO,,2024/2025
223,Module,Italian,,Second Semester,SECS-S/06,TEORIA DEL RISCHIO: LABORATORIO,,2024/2025
224,Module,Italian,,Second Semester,SECS-S/06,TEORIA DEL RISCHIO: FONDAMENTI,,2024/2025
225,Module,Italian,,First Semester,IUS/04,DIRITTO DELLE ASSICURAZIONI,,2023/2024
35812,Instructor,,,,GIUR-02/A,,,
227,Module,Italian,,First Semester,SECS-S/06,TECNICA E FINANZA DELLE ASSICURAZIONI,,2023/2024
15778,Instructor,,,,SECS-S/06,,,
229,Module,Italian,,First Semester,SECS-S/06,TEORIA E TECNICA ATTUARIALE PER LA PREVIDENZA,,2023/2024
230,Curriculum,,Financial risk and data analysis - in lingua inglese,,,,,
231,Module,Inglese,,First Semester,SECS-S/06,MATHEMATICS FOR FINANCE,,2024/2025
232,Module,Inglese,,First Semester,SECS-S/01,PROBABILITY AND STOCHASTIC PROCESSES,,2024/2025
46245,Instructor,,,,STAT-01/A,,,
234,Module,Italian,,First Semester,,COMPUTATIONAL TOOLS FOR FINANCE,,2024/2025
235,Module,Inglese,,Second Semester,SECS-S/01,ADVANCED STATISTICS FOR FINANCE,,2024/2025
236,Module,Inglese,,Second Semester,SECS-P/11,ARTIFICIAL INTELLIGENCE IN BANKING AND FINANCE,,2024/2025
237,Module,Inglese,,Second Semester,IUS/05,BANKING AND FINANCIAL REGULATION,,2024/2025
238,Module,Inglese,,Second Semester,SECS-S/06,QUANTITATIVE FINANCIAL MODELLING,,2024/2025
239,Module,Inglese,,First Semester,SECS-S/06,FINANCIAL OPTIMIZATION AND ASSET MANAGEMENT,,2023/2024
25904,Instructor,,,,STAT-04/A,,,
241,Module,Inglese,,First Semester,SECS-S/01,TIME SERIES AND FINANCIAL TIME SERIES,,2023/2024
25037,Instructor,,,,SECS-S/01,,,
243,Module,Inglese,,First Semester,SECS-P/05,ECONOMETRICS FOR FINANCIAL MARKETS,,2023/2024
44090,Instructor,,,,SECS-P/05,,,
245,Module,Inglese,,First Semester,SECS-P/05,FURTHER PROFESSIONALIZING ACTIVITIES - TRAINING MINOR,,2023/2024
246,Module,Inglese,,Second Semester,,DISSERTATION,,2023/2024
247,Module,Inglese,,Second Semester,SECS-S/03,MODELS FOR RISK AND FORECASTING,,2023/2024
248,Module,Inglese,,Second Semester,SECS-S/06,RISK MANAGEMENT AND CAPITAL REQUIREMENTS,,2023/2024
249,DegreeProgram,Italian,Economia politica - Economics,,,,Laurea Magistrale,
250,Curriculum,,Economia politica,,,,,
11262,Instructor,,,,ECON-01/A,,,
252,Module,Italian,,First Semester,SECS-P/02,MICROECONOMIA - ANALISI E POLITICHE,,2024/2025
253,Module,Italian,,First Semester,,LABORATORIO DI STATA,,2024/2025
254,Module,Italian,,Second Semester,SECS-P/05,ECONOMETRIA CORSO AVANZATO,,2024/2025
255,Module,Italian,,Second Semester,SECS-P/07,STRATEGIE AZIENDALI,,2024/2025
256,Module,Italian,,Second Semester,SECS-P/02,Economia e politica monetaria corso avanzato,,2024/2025
257,Module,Italian,,Second Semester,SECS-P/03,ECONOMIA PUBBLICA CORSO AVANZATO,,2024/2025
258,Module,Inglese,,Second Semester,,COMPUTATIONAL TOOLS FOR MACROECONOMETRICS,,2024/2025
259,Module,Inglese,,Second Semester,,LABORATORY PYTHON,,2024/2025
39763,Instructor,,,,,,,
261,Module,Inglese,,Second Semester,,LABORATORY EXPERIMENTAL ECONOMICS,,2024/2025
262,Module,Italian,,First Semester,SECS-P/07,BUSINESS PLAN,,2023/2024
263,Module,Italian,,First Semester,SECS-P/02,ECONOMIA E POLITICHE DELL'INNOVAZIONE,,2023/2024
264,Module,Italian,,First Semester,SECS-P/12,STORIA ECONOMICA GLOBALE,,2023/2024
265,Module,Italian,,First Semester,SECS-P/01,ECONOMIA DELLE MIGRAZIONI,,2023/2024
266,Module,Italian,,First Semester,M-GGR/02,GEOGRAFIA ECONOMICA CORSO AVANZATO,,2023/2024
12740,Instructor,,,,GEOG-01/B,,,
268,Module,Italian,,First Semester,SECS-P/02,POLITICHE MACROECONOMICHE APPLICATE,,2023/2024
269,Module,Italian,,First Semester,SECS-P/02,TEORIE E POLITICHE MACROECONOMICHE,,2023/2024
270,Module,Italian,,Second Semester,IUS/05,DIRITTO BANCARIO E DEI MERCATI FINANZIARI,,2023/2024
271,Module,Italian,,Second Semester,SECS-P/01,ECONOMIA INTERNAZIONALE CORSO AVANZATO,,2024/2025
272,Curriculum,,Economics and finance (Percorso valido anche fini del conseguimento del doppio titolo italo-belga) - in lingua inglese,,,,,
273,Module,Inglese,,Second Semester,SECS-P/12,ECONOMIC HISTORY,,2024/2025
35653,Instructor,,,,STEC-01/B,,,
275,Module,Inglese,,First Semester,SECS-P/02,QUANTITATIVE MACROECONOMICS AND POLICIES,,2024/2025
276,Module,Inglese,,First Semester,SECS-P/02,ECONOMICS OF INEQUALITY,,2023/2024
277,Module,Inglese,,First Semester,SECS-P/01,INTERNATIONAL ECONOMICS AND FINANCE,,2024/2025
278,Module,Inglese,,First Semester,SECS-P/02,MONETARY POLICY,,2024/2025
279,Module,Inglese,,Second Semester,SECS-P/05,ADVANCED ECONOMETRICS,,2024/2025
280,Curriculum,,Economics and policy evaluation - in lingua inglese,,,,,
281,Module,Inglese,,First Semester,SECS-P/01,Advanced Microeconomics,,2024/2025
282,Module,Inglese,,First Semester,SECS-P/08,CORPORATE PERFORMANCE EVALUATION,,2024/2025
23517,Instructor,,,,ECON-07/A,,,
284,Module,Inglese,,First Semester,SECS-P/01,ADVANCED MACROECONOMCS,,2024/2025
285,Module,Inglese,,Second Semester,SECS-P/05,INTERMEDIATE ECONOMETRICS,,2024/2025
286,Module,Inglese,,Second Semester,SECS-P/02,LABOUR ECONOMICS AND POLICY,,2024/2025
287,Module,Inglese,,Second Semester,SECS-P/03,PUBLIC FINANCE,,2024/2025
31997,Instructor,,,,N/A,,,
289,Module,Inglese,,Second Semester,SECS-P/01,BEHAVIOURAL ECONOMICS,,2024/2025
290,Module,Inglese,,Second Semester,SECS-P/01,DEVELOPMENT ECONOMICS,,2024/2025
291,Module,Inglese,,Second Semester,SECS-S/01,STATISTICS FOR POLICY EVALUATION,,2024/2025
292,Module,Inglese,,Second Semester,SECS-P/02,ECONOMICS OF INSTITUTIONS,,2024/2025
11297,Instructor,,,,SECS-P/02,,,
294,Module,Inglese,,First Semester,IUS/05,COMPETITION LAW,,2023/2024
295,Module,Inglese,,First Semester,M-GGR/02,ECONOMIC GEOGRAPHY,,2023/2024
46011,Instructor,,,,GEOG-01/B,,,
297,Module,Inglese,,First Semester,SECS-P/03,ECONOMICS OF MARKET REGULATION,,2023/2024
298,Module,Inglese,,Second Semester,SECS-P/02,LABOUR ECONOMICS AND POLICY,,2023/2024
299,Curriculum,,Macroeconomics and finance (Percorso valido anche fini del conseguimento del doppio titolo italo-belga) - in lingua inglese,,,,,
300,Module,Inglese,,First Semester,SECS-P/01,ADVANCED MACROECONOMICS,,2024/2025
301,Module,Inglese,,Second Semester,SECS-P/01,FINANCIAL ECONOMICS,,2024/2025
302,Module,Inglese,,Second Semester,SECS-P/02,MACROECONOMICS AND FINANCIAL MARKETS,,2024/2025
303,DegreeProgram,Italian,"Management delle tecnologie, innovazione e sostenibilita",,,,Laurea Magistrale,
304,Curriculum,,Tecnologie e management dell'innovazione,,,,,
305,Module,Italian,,First Semester,SECS-P/02,ECONOMIA E POLITICHE DELL'INNOVAZIONE,,2024/2025
306,Module,Italian,,First Semester,SECS-P/13,INNOVAZIONE TECNOLOGICA DEI PRODOTTI E DEI PROCESSI,,2024/2025
9700,Instructor,,,,ECON-10/A,,,
308,Module,Italian,,First Semester,IUS/14,DIRITTO AMBIENTALE DELL'UNIONE EUROPEA,,2024/2025
33002,Instructor,,,,N/A,,,
310,Module,Italian,,First Semester,IUS/04,DIRITTO INDUSTRIALE,,2024/2025
311,Module,Inglese,,First Semester,SECS-P/08,PLANNING AND STRATEGIC MANAGEMENT,,2024/2025
35936,Instructor,,,,SECS-P/08,,,
313,Module,Italian,,First Semester,,ECONOMIA E GESTIONE DELLE IMPRESE INNOVATIVE,,2024/2025
314,Module,Italian,,First Semester,SECS-P/08,ECONOMIA E GESTIONE DELLE IMPRESE INNOVATIVE - LABORATORIO DI IMPRENDITORIALITA',,2024/2025
46242,Instructor,,,,SECS-P/08,,,
316,Module,Italian,,First Semester,SECS-P/08,ECONOMIA E GESTIONE DELLE IMPRESE INNOVATIVE  - PRINCIPI MODELLI E METODI,,2024/2025
317,Module,Italian,,Second Semester,SECS-S/01,ANALISI DEI DATI E DATA MINING,,2024/2025
318,Module,Italian,,Second Semester,SECS-P/12,STORIA DELL'INNOVAZIONE,,2024/2025
319,Module,Italian,,Second Semester,SECS-P/08,MANAGEMENT DELLE RETI DI FORNITURA E DEL VALORE,,2024/2025
23514,Instructor,,,,ECON-07/A,,,
321,Module,Italian,,Second Semester,SECS-P/13,GESTIONE DEL SISTEMA QUALITA',,2024/2025
322,Module,Inglese,,Second Semester,SECS-P/13,QUALITY AND SUSTAINABILITY MANAGEMENT,,2024/2025
20463,Instructor,,,,SECS-P/13,,,
324,Module,Italian,,Second Semester,,ANALISI FINANZIARIA E DECISIONI D'IMPRESA,,2024/2025
325,Module,Italian,,Second Semester,SECS-P/08,VALUTAZIONI D'AZIENDA,,2024/2025
326,Module,Italian,,Second Semester,SECS-P/08,ANALISI FINANZIARIA,,2024/2025
